name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
Tim McGraw,Taylor Swift,Taylor Swift,2006-10-24,232106,61,0.58,0.575,0.491,0.0,0.121,-6.462,0.0251,76.009,4,0.425
Picture To Burn,Taylor Swift,Taylor Swift,2006-10-24,173066,66,0.658,0.173,0.877,0.0,0.0962,-2.098,0.0323,105.586,4,0.821
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,Taylor Swift,2006-10-24,203040,64,0.621,0.288,0.417,0.0,0.119,-6.941,0.0231,99.953,4,0.289
A Place in this World,Taylor Swift,Taylor Swift,2006-10-24,199200,51,0.576,0.051,0.777,0.0,0.32,-2.881,0.0324,115.028,4,0.428
Cold As You,Taylor Swift,Taylor Swift,2006-10-24,239013,51,0.418,0.217,0.482,0.0,0.123,-5.769,0.0266,175.558,4,0.261
The Outside,Taylor Swift,Taylor Swift,2006-10-24,207106,48,0.589,0.00491,0.805,0.0,0.24,-4.055,0.0293,112.982,4,0.591
Tied Together with a Smile,Taylor Swift,Taylor Swift,2006-10-24,248106,49,0.479,0.525,0.578,0.0,0.0841,-4.963,0.0294,146.165,4,0.192
Stay Beautiful,Taylor Swift,Taylor Swift,2006-10-24,236053,51,0.594,0.0868,0.629,0.0,0.137,-4.919,0.0246,131.597,4,0.504
Should've Said No,Taylor Swift,Taylor Swift,2006-10-24,242200,62,0.476,0.0103,0.777,0.0,0.196,-3.771,0.0289,167.964,4,0.472
Mary's Song (Oh My My My),Taylor Swift,Taylor Swift,2006-10-24,213080,53,0.403,0.0177,0.627,0.0,0.182,-5.28,0.0292,74.9,4,0.374
Our Song,Taylor Swift,Taylor Swift,2006-10-24,201106,70,0.668,0.111,0.672,0.0,0.329,-4.931,0.0303,89.011,4,0.539
I'm Only Me When I'm With You,Taylor Swift,Taylor Swift,2006-10-24,213053,54,0.563,0.00452,0.934,0.000807,0.103,-3.629,0.0646,143.964,4,0.518
Invisible,Taylor Swift,Taylor Swift,2006-10-24,203226,49,0.612,0.637,0.394,0.0,0.147,-5.723,0.0243,96.001,4,0.233
A Perfectly Good Heart,Taylor Swift,Taylor Swift,2006-10-24,220146,47,0.483,0.00349,0.751,0.0,0.128,-5.726,0.0365,156.092,4,0.268
Teardrops on My Guitar - Pop Version,Taylor Swift,Taylor Swift,2006-10-24,179066,50,0.459,0.0402,0.753,0.0,0.0863,-3.827,0.0537,199.997,4,0.483
Jump Then Fall,Fearless,Taylor Swift,2008-11-11,237066,43,0.618,0.111,0.687,0.0,0.0693,-5.737,0.0271,79.991,4,0.82
Untouchable,Fearless,Taylor Swift,2008-11-11,311040,42,0.419,0.0583,0.454,3.78e-06,0.0974,-6.809,0.0335,200.017,4,0.288
Forever & Always - Piano Version,Fearless,Taylor Swift,2008-11-11,267506,42,0.592,0.852,0.16,0.0,0.116,-10.785,0.0347,118.929,4,0.294
Come In With The Rain,Fearless,Taylor Swift,2008-11-11,238106,41,0.527,0.0868,0.475,4.34e-06,0.248,-6.205,0.0258,143.962,4,0.224
SuperStar,Fearless,Taylor Swift,2008-11-11,261453,39,0.61,0.367,0.531,0.0,0.351,-6.123,0.0239,85.979,4,0.228
The Other Side Of The Door,Fearless,Taylor Swift,2008-11-11,237600,40,0.476,0.169,0.816,0.0,0.238,-4.279,0.0347,163.847,4,0.469
Fearless,Fearless,Taylor Swift,2008-11-11,242000,44,0.598,0.0364,0.714,1.04e-06,0.31,-4.397,0.0273,99.979,4,0.467
Fifteen,Fearless,Taylor Swift,2008-11-11,294346,44,0.559,0.0728,0.636,0.0,0.144,-4.4,0.0263,95.485,4,0.214
Love Story,Fearless,Taylor Swift,2008-11-11,235280,51,0.618,0.157,0.736,0.0,0.073,-3.937,0.0308,118.982,4,0.307
Hey Stephen,Fearless,Taylor Swift,2008-11-11,254320,41,0.843,0.168,0.553,2.66e-06,0.107,-7.348,0.0317,115.997,4,0.825
White Horse,Fearless,Taylor Swift,2008-11-11,234440,43,0.585,0.302,0.346,0.0,0.102,-8.014,0.0256,92.564,4,0.195
You Belong With Me,Fearless,Taylor Swift,2008-11-11,231146,51,0.687,0.164,0.771,2.46e-05,0.112,-4.424,0.0384,129.964,4,0.445
Breathe,Fearless,Taylor Swift,2008-11-11,263986,45,0.498,0.373,0.486,0.0,0.113,-7.384,0.0273,147.952,4,0.17
Tell Me Why,Fearless,Taylor Swift,2008-11-11,200560,39,0.601,0.0606,0.852,3.41e-06,0.37,-3.096,0.0386,100.015,4,0.513
You're Not Sorry,Fearless,Taylor Swift,2008-11-11,261800,41,0.459,0.13,0.459,2.3e-06,0.113,-4.126,0.0275,134.018,4,0.281
The Way I Loved You,Fearless,Taylor Swift,2008-11-11,244240,43,0.436,0.0322,0.712,0.0,0.111,-3.689,0.0329,160.886,4,0.379
Forever & Always,Fearless,Taylor Swift,2008-11-11,225333,42,0.605,0.0907,0.829,0.0,0.106,-4.993,0.0549,128.012,4,0.514
The Best Day,Fearless,Taylor Swift,2008-11-11,245346,39,0.664,0.611,0.447,1e-06,0.139,-8.535,0.0292,126.079,4,0.364
Change,Fearless,Taylor Swift,2008-11-11,281053,38,0.548,0.00471,0.756,0.0,0.117,-4.175,0.036,96.038,4,0.224
Mine,Speak Now,Taylor Swift,2010-10-25,230706,55,0.624,0.00265,0.757,1.87e-06,0.189,-2.94,0.0296,121.07,4,0.658
Sparks Fly,Speak Now,Taylor Swift,2010-10-25,260933,56,0.605,0.0396,0.787,1.42e-06,0.163,-3.002,0.0308,114.987,4,0.374
Back To December,Speak Now,Taylor Swift,2010-10-25,293026,55,0.529,0.117,0.67,0.0,0.334,-4.663,0.0303,141.893,4,0.286
Speak Now,Speak Now,Taylor Swift,2010-10-25,240760,53,0.709,0.095,0.599,0.0,0.0973,-3.734,0.0304,118.975,4,0.735
Dear John,Speak Now,Taylor Swift,2010-10-25,403920,60,0.589,0.166,0.47,1.45e-06,0.112,-5.32,0.028,119.386,3,0.102
Mean,Speak Now,Taylor Swift,2010-10-25,237733,53,0.568,0.452,0.761,0.0,0.217,-3.987,0.0459,163.974,4,0.789
The Story Of Us,Speak Now,Taylor Swift,2010-10-25,265666,54,0.543,0.00478,0.818,0.000368,0.0357,-3.611,0.0398,139.898,4,0.683
Never Grow Up,Speak Now,Taylor Swift,2010-10-25,290466,56,0.714,0.819,0.305,0.0,0.174,-8.837,0.0305,124.91,4,0.554
Enchanted,Speak Now,Taylor Swift,2010-10-25,352186,57,0.455,0.0739,0.623,0.000424,0.146,-3.878,0.0288,163.893,4,0.208
Better Than Revenge,Speak Now,Taylor Swift,2010-10-25,217160,64,0.516,0.0139,0.917,6.37e-06,0.36,-3.186,0.0827,145.821,4,0.635
Innocent,Speak Now,Taylor Swift,2010-10-25,302253,48,0.552,0.186,0.608,0.0,0.125,-5.29,0.0259,134.05,4,0.17
Haunted,Speak Now,Taylor Swift,2010-10-25,242080,55,0.436,0.0826,0.95,1.08e-06,0.149,-2.627,0.057,162.088,4,0.352
Last Kiss,Speak Now,Taylor Swift,2010-10-25,367133,57,0.371,0.57,0.341,3.09e-05,0.101,-9.475,0.0319,89.038,1,0.196
Long Live,Speak Now,Taylor Swift,2010-10-25,317453,55,0.418,0.036,0.68,7.59e-05,0.114,-4.3,0.0347,204.12,4,0.142
Ours,Speak Now,Taylor Swift,2010-10-25,237920,57,0.608,0.537,0.569,0.0,0.097,-7.227,0.0284,159.845,4,0.238
If This Was A Movie,Speak Now,Taylor Swift,2010-10-25,234546,54,0.511,0.166,0.719,4.54e-06,0.34,-3.457,0.0265,147.852,4,0.289
Superman,Speak Now,Taylor Swift,2010-10-25,275960,50,0.582,0.0268,0.765,1.95e-06,0.103,-3.648,0.0324,131.982,4,0.559
Back To December - Acoustic,Speak Now,Taylor Swift,2010-10-25,292560,52,0.541,0.748,0.453,0.0,0.2,-6.459,0.0266,141.757,4,0.377
Haunted - Acoustic Version,Speak Now,Taylor Swift,2010-10-25,217613,49,0.563,0.842,0.443,0.0,0.293,-5.078,0.0247,80.962,4,0.313
Mine - POP Mix,Speak Now,Taylor Swift,2010-10-25,230333,46,0.695,0.00727,0.723,1.2e-06,0.1,-3.806,0.0285,121.011,4,0.679
State Of Grace,Red,Taylor Swift,2012-10-22,295186,47,0.588,0.000197,0.825,0.00138,0.0885,-5.882,0.0328,129.968,4,0.397
Red,Red,Taylor Swift,2012-10-22,220826,53,0.602,0.0773,0.896,8.87e-05,0.091,-4.267,0.0437,124.978,4,0.641
Treacherous,Red,Taylor Swift,2012-10-22,240773,45,0.705,0.101,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,4,0.395
I Knew You Were Trouble.,Red,Taylor Swift,2012-10-22,217973,52,0.622,0.00454,0.469,2.25e-06,0.0398,-6.798,0.0363,77.019,4,0.679
All Too Well,Red,Taylor Swift,2012-10-22,327893,62,0.602,0.0382,0.609,0.0002,0.127,-7.803,0.0243,93.06,4,0.337
22,Red,Taylor Swift,2012-10-22,230133,58,0.658,0.00215,0.729,0.0013,0.0752,-6.561,0.0378,104.007,4,0.668
I Almost Do,Red,Taylor Swift,2012-10-22,242573,47,0.567,0.0173,0.481,4.13e-05,0.182,-7.357,0.027,145.865,4,0.233
We Are Never Ever Getting Back Together,Red,Taylor Swift,2012-10-22,191880,52,0.628,0.00957,0.676,2.65e-05,0.102,-5.911,0.0916,85.984,4,0.75
Stay Stay Stay,Red,Taylor Swift,2012-10-22,204826,48,0.729,0.307,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,4,0.928
The Last Time,Red,Taylor Swift,2012-10-22,298293,49,0.505,0.035,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,4,0.123
Holy Ground,Red,Taylor Swift,2012-10-22,201853,47,0.627,0.0162,0.816,0.00208,0.0966,-6.698,0.0774,157.043,4,0.648
Sad Beautiful Tragic,Red,Taylor Swift,2012-10-22,283680,43,0.624,0.632,0.34,0.0337,0.121,-12.411,0.029,129.987,3,0.261
The Lucky One,Red,Taylor Swift,2012-10-22,240133,45,0.706,0.0371,0.499,0.0,0.132,-7.675,0.0369,117.937,4,0.545
Everything Has Changed,Red,Taylor Swift,2012-10-22,243933,47,0.624,0.36,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,4,0.436
Starlight,Red,Taylor Swift,2012-10-22,217826,44,0.649,0.0213,0.777,0.000335,0.221,-5.804,0.0406,126.018,4,0.587
Begin Again,Red,Taylor Swift,2012-10-22,237613,45,0.53,0.199,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,4,0.323
The Moment I Knew,Red,Taylor Swift,2012-10-22,285560,43,0.62,0.187,0.506,1.47e-05,0.102,-7.327,0.0312,126.015,4,0.275
Come Back...Be Here,Red,Taylor Swift,2012-10-22,222706,51,0.483,0.00471,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,4,0.217
Girl At Home,Red,Taylor Swift,2012-10-22,220320,39,0.733,0.272,0.59,0.0,0.136,-5.86,0.0284,125.048,4,0.633
Treacherous - Original Demo Recording,Red,Taylor Swift,2012-10-22,239720,37,0.828,0.175,0.64,6.14e-05,0.0996,-8.248,0.0355,109.993,4,0.519
Red - Original Demo Recording,Red,Taylor Swift,2012-10-22,226280,37,0.678,0.113,0.902,0.000235,0.0722,-4.659,0.0358,124.998,4,0.637
State Of Grace - Acoustic,Red,Taylor Swift,2012-10-22,323080,42,0.626,0.664,0.118,0.000169,0.127,-15.91,0.0305,105.597,4,0.0682
Welcome To New York,1989,Taylor Swift,2014-10-27,212600,55,0.789,0.0348,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,4,0.658
Blank Space,1989,Taylor Swift,2014-10-27,231826,60,0.76,0.103,0.703,0.0,0.0913,-5.412,0.054,95.997,4,0.57
Style,1989,Taylor Swift,2014-10-27,231000,62,0.588,0.00245,0.791,0.00258,0.118,-5.595,0.0402,94.933,4,0.487
Out Of The Woods,1989,Taylor Swift,2014-10-27,235800,59,0.553,0.000743,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,4,0.338
All You Had To Do Was Stay,1989,Taylor Swift,2014-10-27,193293,56,0.605,0.00201,0.725,2.02e-05,0.101,-5.729,0.0323,96.97,4,0.539
Shake It Off,1989,Taylor Swift,2014-10-27,219200,57,0.647,0.0647,0.8,0.0,0.334,-5.384,0.165,160.078,4,0.942
I Wish You Would,1989,Taylor Swift,2014-10-27,207440,58,0.653,0.0158,0.893,4.95e-05,0.102,-5.966,0.0538,118.035,4,0.513
Bad Blood,1989,Taylor Swift,2014-10-27,211933,55,0.646,0.0885,0.794,6.16e-06,0.201,-6.104,0.19,170.216,4,0.287
Wildest Dreams,1989,Taylor Swift,2014-10-27,220440,55,0.55,0.0692,0.688,0.00144,0.106,-7.416,0.0897,139.997,4,0.465
How You Get The Girl,1989,Taylor Swift,2014-10-27,247533,61,0.765,0.00364,0.656,0.00868,0.0918,-6.112,0.0504,119.997,4,0.545
This Love,1989,Taylor Swift,2014-10-27,250093,56,0.481,0.678,0.435,0.0,0.0928,-8.795,0.0321,143.95,4,0.107
I Know Places,1989,Taylor Swift,2014-10-27,195706,58,0.602,0.245,0.755,0.0,0.178,-4.991,0.071,159.965,4,0.495
Clean,1989,Taylor Swift,2014-10-27,271000,62,0.815,0.232,0.377,0.0,0.1,-7.754,0.0346,103.97,4,0.211
Wonderland,1989,Taylor Swift,2014-10-27,245560,62,0.422,0.0493,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,4,0.197
You Are In Love,1989,Taylor Swift,2014-10-27,267106,61,0.474,0.707,0.48,0.000108,0.0903,-8.894,0.0622,170.109,4,0.319
New Romantics,1989,Taylor Swift,2014-10-27,230466,67,0.633,0.00463,0.889,0.000458,0.0658,-5.87,0.0715,121.956,4,0.584
Ronan,Red,Taylor Swift,2012-09-08,265306,43,0.565,0.646,0.255,0.0,0.127,-10.152,0.0314,57.964,4,0.174
"Sweeter Than Fiction - From ""One Chance"" Soundtrack",Other,Taylor Swift,2013-10-21,237640,50,0.71,0.00164,0.614,0.000154,0.0785,-6.965,0.0366,135.012,4,0.673
Eyes Open,Other,Various Artists,2012-01-01,244586,50,0.598,0.00678,0.724,0.00182,0.0839,-7.225,0.0345,137.115,4,0.297
Safe & Sound - from The Hunger Games Soundtrack,Other,Various Artists,2012-01-01,240066,64,0.471,0.883,0.3,1.05e-05,0.0698,-10.807,0.028,144.319,4,0.289
Today Was A Fairytale,Fearless,Taylor Swift,2011-02-15,242480,51,0.491,0.0307,0.703,5.72e-06,0.167,-4.5,0.0319,157.988,4,0.344
Better Man,Red,Little Big Town,2017-02-24,263120,65,0.514,0.112,0.836,0.0,0.0878,-3.663,0.0381,143.888,4,0.501
Babe (feat. Taylor Swift),Red,Sugarland,2018-04-20,215106,47,0.535,0.0187,0.777,1.62e-06,0.136,-3.292,0.207,171.72,4,0.664
...Ready For It?,reputation,Taylor Swift,2017-11-10,208186,74,0.613,0.0527,0.764,0.0,0.197,-6.509,0.136,160.015,4,0.417
End Game,reputation,Taylor Swift,2017-11-10,244826,72,0.649,0.00845,0.589,0.0,0.108,-6.237,0.0558,159.073,4,0.151
I Did Something Bad,reputation,Taylor Swift,2017-11-10,238253,75,0.696,0.0679,0.602,2.11e-05,0.0696,-6.156,0.159,82.989,4,0.305
Don't Blame Me,reputation,Taylor Swift,2017-11-10,236413,87,0.615,0.106,0.534,1.76e-05,0.0607,-6.719,0.0386,135.917,4,0.193
Delicate,reputation,Taylor Swift,2017-11-10,232253,77,0.75,0.216,0.404,0.000357,0.0911,-10.178,0.0682,95.045,4,0.0499
Look What You Made Me Do,reputation,Taylor Swift,2017-11-10,211853,78,0.766,0.204,0.709,1.41e-05,0.126,-6.471,0.123,128.07,4,0.506
So It Goes...,reputation,Taylor Swift,2017-11-10,227906,66,0.574,0.122,0.61,1.1e-06,0.13,-7.283,0.0732,74.957,4,0.374
Gorgeous,reputation,Taylor Swift,2017-11-10,209680,74,0.8,0.0713,0.535,9.48e-06,0.213,-6.684,0.135,92.027,4,0.451
Getaway Car,reputation,Taylor Swift,2017-11-10,233626,79,0.562,0.00465,0.689,2.23e-06,0.0888,-6.745,0.127,172.054,4,0.351
King Of My Heart,reputation,Taylor Swift,2017-11-10,214320,71,0.675,0.00882,0.703,2.21e-06,0.0391,-7.902,0.0382,110.01,4,0.314
Dancing With Our Hands Tied,reputation,Taylor Swift,2017-11-10,211506,69,0.624,0.0604,0.691,1.1e-05,0.138,-6.686,0.196,160.024,4,0.284
Dress,reputation,Taylor Swift,2017-11-10,230373,72,0.719,0.0329,0.469,0.0,0.169,-8.792,0.0533,120.085,4,0.0851
This Is Why We Can't Have Nice Things,reputation,Taylor Swift,2017-11-10,207133,69,0.567,0.0156,0.789,0.0,0.382,-5.986,0.115,163.96,4,0.438
Call It What You Want,reputation,Taylor Swift,2017-11-10,203506,72,0.598,0.186,0.504,0.000221,0.34,-9.874,0.0731,163.954,4,0.252
New Year's Day,reputation,Taylor Swift,2017-11-10,235466,67,0.661,0.921,0.151,0.0,0.13,-12.864,0.0354,94.922,4,0.23
I Forgot That You Existed,Lover,Taylor Swift,2019-08-23,170640,72,0.664,0.298,0.316,2.03e-06,0.0812,-10.345,0.519,92.875,4,0.541
Cruel Summer,Lover,Taylor Swift,2019-08-23,178426,81,0.552,0.117,0.702,2.06e-05,0.105,-5.707,0.157,169.994,4,0.564
Lover,Lover,Taylor Swift,2019-08-23,221306,83,0.359,0.492,0.543,1.58e-05,0.118,-7.582,0.0919,68.534,4,0.453
The Man,Lover,Taylor Swift,2019-08-23,190360,78,0.777,0.0767,0.658,0.0,0.0901,-5.191,0.054,110.048,4,0.633
The Archer,Lover,Taylor Swift,2019-08-23,211240,69,0.292,0.12,0.574,0.00569,0.0663,-9.375,0.0401,124.344,4,0.166
I Think He Knows,Lover,Taylor Swift,2019-08-23,173386,71,0.897,0.00889,0.366,0.000353,0.0715,-8.029,0.0569,100.003,4,0.416
Miss Americana & The Heartbreak Prince,Lover,Taylor Swift,2019-08-23,234146,69,0.662,0.028,0.747,0.00615,0.138,-6.926,0.0736,150.088,4,0.487
Paper Rings,Lover,Taylor Swift,2019-08-23,222400,81,0.811,0.0129,0.719,1.36e-05,0.0742,-6.553,0.0497,103.979,4,0.865
Cornelia Street,Lover,Taylor Swift,2019-08-23,287266,72,0.824,0.781,0.624,0.000189,0.1,-9.728,0.0827,102.012,4,0.248
